tempo,saida,entrada
560,84.0814324297546,15.66604431975186
565,84.52719912923804,15.749099527882521
570,84.40252382915696,15.725870038086654
575,84.44969915540277,15.734659740288542
580,84.24331385311828,15.696206050822259
585,84.09180707748988,15.667977323109747
590,84.5809271066687,15.759110119416416
595,84.63197018235314,15.768620460317864
600,84.70185811649544,15.781641973415942
605,84.08281688513598,15.666302271343985
610,84.15925645294327,15.680544484189873
615,84.3728444988672,15.720340188151138
620,83.8753116377547,15.6276399138161
625,84.01052992351171,15.652833771678592
630,84.21347450195587,15.690646385813299
635,84.32691144117942,15.711781945306265
640,83.92596028335207,15.63707676454205
645,84.64003185996766,15.770122511307614
650,84.37442162940692,15.720634038960041
655,84.04139269365804,15.658584120013186
660,84.59886118840977,15.76245159578368
665,84.23402352745082,15.694475078246679
670,84.5222246616053,15.74817268555658
675,84.11943322197537,15.673124623665732
680,84.21659170145388,15.691227182120853
685,84.01214423393536,15.653134549839857
690,84.09117853559735,15.66786021324541
695,84.5643239564505,15.75601662208116
700,84.28308957820596,15.703617060055413
705,84.47013386659424,15.738467133692007
710,84.55457571188624,15.75420033010123
715,84.14270209093564,15.677460077069274
720,83.95363720072343,15.642233525097195
725,84.47597194198758,15.739554883331982
730,84.40144023858278,15.72566814359617
735,83.9118629372991,15.634450148395361
740,84.3979331254565,15.725014698619285
745,83.91854412722653,15.6356949870534
750,84.4152723323793,15.728245337968216
755,84.46433936934682,15.737387503527943
760,84.1677608202911,15.682129017087714
765,83.88719526966571,15.629854070958972
770,84.12355433052603,15.673892468210425
775,84.63641109894552,15.769447891465813
780,84.12330242102318,15.673845532456335
785,83.87668458228543,15.62789572070765
790,83.97104500581193,15.64547694564969
795,84.53739638511557,15.750999479606708
800,84.61413483909637,15.765297380895401
805,84.32934461248958,15.712235293548334
810,83.96821251972732,15.64494919711765
815,84.37572474033911,15.720876834462297
820,83.91053306728145,15.634202367142903
825,84.3361673198227,15.713506499715649
830,84.37679897479408,15.72107698572156
835,84.09723487942554,15.668988630638959
840,84.13508337911041,15.676040559422338
845,84.32399986812396,15.711239461297504
850,84.50251570942117,15.744500515500835
855,84.29524868343063,15.705882543359321
860,84.6114917155988,15.764804914382177
865,84.4702625299027,15.738491106227135
870,84.26338462896358,15.699945635827387
875,83.9376964192668,15.63926344024523
880,84.13426650447782,15.675888359420174
885,84.6035193312957,15.763319500513536
890,84.32312593944181,15.71107663099037
895,83.95038631096335,15.641627819633
900,84.3965452230315,15.724756104774325
905,84.6674652183915,15.775233891983325
910,84.11417062352439,15.672144096833735
915,84.26553578225962,15.70034643850047
920,84.15982589453094,15.680650582491154
925,84.24750895278453,15.696987681384416
930,84.1090485673015,15.67118975581602
935,84.46155819914114,15.73686931616548
940,84.11491409557368,15.672282620473712
945,84.23830770555531,15.695273305894796
950,84.10953891618131,15.671281117571654
955,84.32529428045373,15.711480636077003
960,84.64147309733559,15.770391042513955
965,84.28148462782649,15.70331802585667
970,83.89670453293503,15.631625835967256
975,84.18547569394187,15.685429650624894
980,84.5871223502735,15.760264416602846
985,83.9047670842181,15.633128049738843
990,83.94955445994711,15.64147282923249
995,84.01874849112866,15.65436505439835
1000,84.3988556138257,15.725186576562592
1005,84.51099805646324,15.746080945577445
1010,84.66493787184791,15.774762997020915
1015,84.01167040468404,15.653046266019794
1020,84.03139536094618,15.656721417953797
1025,84.3148263142109,15.709530245623856
1030,84.41389151458561,15.727988064131075
1035,83.95805899117963,15.643057392665309
1040,84.49106812751515,15.742367603152516
1045,84.13601807587047,15.676214712031845
1050,84.27432103753407,15.701983306409502
1055,84.29664131868464,15.706142019024517
1060,84.1408957268099,15.677123515480895
1065,84.04183797726003,15.658667085210638
1070,84.45008586168585,15.734731791365629
1075,84.62273703646551,15.766900141473306
1080,84.24824030614653,15.697123947071754
1085,84.2648322459513,15.70021535568387
1090,84.56378657684864,15.755916497565964
1095,84.09660774707044,15.668871783399496
1100,83.97137006189025,15.64553751006662
1105,84.49874358525773,15.743797693693256
1110,84.63118910635218,15.768474930313266
1115,84.50321712503928,15.744631203190643
1120,83.93277148811255,15.638345827551149
1125,84.12314607098887,15.673816401333134
1130,84.62343763748817,15.767030677387767
1135,84.47586042524708,15.739534105543731
1140,83.89873553902673,15.6320042528249
1145,84.36898329343741,15.71962076873067
1150,84.63120539804561,15.76847796578
1155,83.90370679685223,15.632930497099869
1160,84.2646879790118,15.70018847588172
1165,84.58839998277608,15.760502464966573
1170,84.29376337568984,15.705605800965388
1175,84.5008945679145,15.744198464572847
1180,84.26392583747739,15.700046473745088
1185,84.38236798914139,15.722114603933585
1190,84.01934595177777,15.654476373208432
1195,83.90957321448145,15.63402352746248
1200,84.53313528328175,15.750205551527102
1205,83.97139085983967,15.645541385138532
1210,84.26560948864777,15.700360171467546
1215,84.51234437944746,15.746331792345037
1220,84.0103540278821,15.652800998821977
1225,84.21704493508716,15.691311628567364
1230,84.41553350876582,15.72829400032717
1235,84.1712980154719,15.682788066950078
1240,84.34988454955344,15.716062292626116
1245,84.51350286547557,15.746547641349222
1250,83.94808275138352,15.641198620635935
1255,84.13675841433823,15.676352651823215
1260,84.57882683566119,15.75871879712639
1265,84.45718046057765,15.736053656341733
1270,84.2619239780815,15.699673487496979
1275,83.99500672551541,15.64994149093638
1280,84.4275400243311,15.730531053140567
1285,84.08196991155879,15.666144463309386
1290,83.89760851608439,15.6317942660198
1295,84.1088753647827,15.671157484739549
1300,84.37636829463798,15.720996741436728
1305,84.10924717218298,15.671226759858238
1310,84.42691839833486,15.730415231845356
1315,84.13396347199469,15.675831898437364
1320,84.55961110151475,15.755138523407503
1325,84.67483492450852,15.776607014910898
1330,84.69764714020727,15.780857384723127
1335,84.61987755695876,15.766367363529474
1340,83.87238949553179,16.081876860985865
1345,84.4538590547776,16.78546530468132
1350,84.63249940381148,17.41346600881454
1355,84.44114022024299,17.964398748803802
1360,84.53438217137074,18.57434314529347
1365,84.08010142039318,19.060618638748675
1370,84.00826125998464,19.629082386515368
1375,84.00600212106117,20.212447575904825
1380,84.41508313047646,20.896768096622075
1385,84.45139986265546,21.491060102372117
1390,84.19088253356968,22.007421323353647
1395,84.26218578235715,22.608372090556227
1400,83.9419889862466,23.10172533745638
1405,84.56021885719079,23.854561097988885
1410,84.16614724313341,24.32253577157844
1415,84.0817672959567,24.875881718731144
1420,83.96012039447297,25.415956916016736
1425,84.60937600421,26.192180813264063
1430,84.4140968591139,26.70924418929006
1435,84.47623269713922,27.3060135998194
1440,84.16638130153483,27.780023092647582
1445,84.27806714477775,28.390986916658246
1450,84.08386151724983,28.89751845525698
1455,84.48236459775568,29.608312444833064
1460,84.20164181803446,30.081037507816585
1465,84.68577305286557,30.827560348163534
1470,84.01951977920746,31.15326509944502
1475,84.7010030018091,31.977970984400446
1480,84.68748656442376,32.543975700106145
1485,84.647559761691,33.098650088614775
1490,84.65354816039353,33.670229827831825
1495,84.14011032006134,34.03098633893392
1500,83.9184390182486,34.50400333244085
1505,84.31545018542025,35.23176123701621
1510,83.893313909889,35.61625709807981
1515,84.12219772183772,36.27503770932552
1520,84.1457671306535,36.84616056600302
1525,84.0347582911565,37.356965131388634
1530,84.59023331089192,38.16619868022065
1535,84.48102751500706,38.67769440045739
1540,84.53596580607385,39.26317259070803
1545,84.52710560908513,39.81851899468432
1550,84.01563055290767,40.13285303277451
1555,84.20596518479304,40.779506972835655
1560,84.26460652229531,41.363227573306084
1565,84.07721572563091,41.824532360535564
1570,83.96600630980218,42.32097428240564
1575,84.11317109155387,42.94708473257448
1580,83.9879940710787,43.43349280178739
1585,84.03544513722673,44.00787254208274
1590,84.33434742953459,44.71540552795011
1595,84.06096874316928,45.11888307176741
1600,84.01170794728226,45.63976052356952
1605,83.99091975964856,46.174862656587656
1610,84.11408231238683,46.78898229505689
1615,83.91099615586404,47.220321031073105
1620,83.99619496475515,47.812341890878294
1625,84.59206418871209,48.69867034592022
1630,84.25287807098752,49.047574888828485
1635,84.18550384838989,49.55130619027923
1640,84.10629765651748,50.046347837204856
1645,84.29709548986757,50.70198983254036
1650,84.38443382771297,51.29641259110621
1655,83.91411885115575,51.548609491174595
1660,84.68887969438109,52.56683025933251
1665,84.29326236088538,52.86024276666093
1670,84.1482381759942,53.306571462305186
1675,84.51215305339733,54.0759266102791
1680,84.41778724352999,54.55299098134945
1685,84.09916388168774,54.881735014032834
1690,84.49103366497064,55.67382847076714
1695,84.4470787511242,56.180180919650866
1700,84.45380910396547,56.71924698804424
1705,83.95792157717368,56.916893915853585
1710,84.4262564407449,57.767266555260754
1715,84.18454235402508,58.13246626360181
1720,84.03059612579679,58.55501753714376
1725,84.53393368841675,59.43701758471403
1730,84.12175059062953,59.67511460760983
1735,83.98758256390035,60.10624613123691
1740,84.60381667156796,61.07666619057219
1745,84.5730362852303,61.582899998084734
1750,84.34796321918363,61.945300600499365
1755,84.5769883717393,62.64045757818752
1760,84.31964548947296,62.97446273716563
1765,84.01558060561358,63.26932888454624
1770,84.34019317203186,64.03700521336113
1775,83.88181716186706,64.20860342822213
1780,84.65305163164058,65.32260954513433
1785,84.55175236777606,65.76671618370496
1790,84.6689587331791,66.38012879689316
1795,84.25895490031111,66.57765734618134
1800,84.3967202773467,67.20558434963658
1805,83.90220597193576,67.32708729068317
1810,84.01444530308348,67.93238824391531
1815,84.15431627229552,68.56083555980533
1820,84.05359937846089,68.9927746360164
1825,84.2960080860737,69.70648286045743
1830,84.49501134775653,70.38625148302208
1835,84.11824276201612,70.58456767605367
1840,84.53967590850444,71.4521957172559
1845,84.36469567593134,71.81650120828759
1850,84.31344119250545,72.28402017714946
1855,84.12085264040937,72.6281582671954
1860,84.68780075237841,73.62959324506082
1865,83.9560897190621,73.50021718093785
1870,84.42762157366575,74.42192900955102
1875,84.5183808890114,75.01065117673909
1880,84.19878545084865,75.2330745035359
1885,83.90332130081183,75.4726376468866
1890,84.12569927667957,76.17684497077911
1895,84.10314917318532,76.65973972060905
1900,83.98229172943525,77.05144671442834
1905,84.38936096071826,77.9284971226744
1910,84.21842470451456,78.27248064302017
1915,84.45863222182649,78.9982696604897
1920,84.08441303067707,79.14783863428936
1925,84.4153379222477,79.96017438381263
1930,84.35768257956786,80.40533949019238
1935,83.93813665228629,80.50202709732042
1940,84.38577309934622,81.42984621529781
1945,84.37619226839146,81.91833483327753
1950,84.08279220349975,82.12877127140044
1955,84.08225771344507,82.62282366673675
1960,84.2913544594941,83.32338248879807
1965,84.04878549008342,83.57655587240899
1970,84.57380707296299,84.59395041001478
1975,83.9418469464096,84.4527544190054
1980,84.17588738777894,85.17979481814228
1985,84.62634684141514,86.12912202748599
1990,84.6653650433708,86.6618461060773
1995,83.91832940926994,86.38515499767749
2000,84.55958221567708,87.53623969239469
2005,84.64394827873961,88.11434063345033
2010,84.38664008375083,88.33505242079039
2015,84.09077192362881,88.51149724197057
2020,83.99733970510636,88.89807125119933
2025,84.10390614362062,89.49569024691463
2030,83.99457512186378,89.86285867636008
2035,83.8932162223382,90.2366489360964
2040,84.2949767921908,91.15263111457848
2045,84.5528852238746,91.91614687266771
2050,84.31381956044828,92.13882278245562
2055,84.44701446769672,92.76700709465433
2060,84.28498031365847,93.0700179194343
2065,83.91224723970156,93.13662812779148
2070,84.38958108764422,94.14665671876399
2075,83.88652117385745,94.06210614058722
2080,84.40490929508593,95.12230448132804
2085,84.67177232941857,95.90280487678845
2090,84.26639640540085,95.92042780400458
2095,84.71322420775758,96.90765942267407
2100,84.56780741061209,97.21840890498054
2105,84.50433614912201,97.6214982388078
2110,84.0679627502499,97.5903048987466
2115,83.91713611868097,97.88660649237751
2120,84.4719477552199,99.00759912002044
2125,84.19380449307788,99.15317753117378
2130,84.10726507720022,99.52168345878673
2135,84.22884486023075,100.13596933191262
2140,84.49219123088628,100.9202665237101
2145,84.19667560793523,101.03618582858147
2150,84.095779275902,101.3827676037803
2155,83.94595390358096,101.66829677664781
2160,84.49580705930589,102.80276452733473
2165,84.48266431132802,103.25455947640424
2170,84.04746491938688,103.18736585587264
2175,84.48450021038444,104.1903769847512
2180,83.98164792303682,104.03324308939287
2185,84.14465412846141,104.69840841027175
2190,84.30184157543123,105.35742901645555
2195,84.06351200130426,105.52103597975594
2200,84.32352347309552,106.30964078201458
2205,84.12432893319115,106.51897863108073
2210,84.06449404248932,106.9026953907573
2215,84.40418913727092,107.79535061088026
2220,84.12165122809903,107.89298344209095
2225,84.41898438396638,108.73376795682643
2230,84.67196024016935,109.51975144495948
2235,84.28895345906815,109.48175181186608
2240,83.90148478858615,109.43312089389232
2245,84.4155595100303,110.56040574313276
2250,84.60205634790302,111.26178912852836
2255,84.02385600239836,110.9547352407426
2260,84.6294351355419,112.21037064155111
2265,83.87952807745125,111.66733620166262
2270,84.19578204919573,112.54067872633743
2275,84.45604360116877,113.34162345735955
2280,84.0750874344607,113.28074573071096
2285,84.03176426852274,113.67186649298732
2290,84.14241064046867,114.27097859267865
2295,84.16742920693542,114.753880607608
2300,84.24070025122232,115.3024481900413
2305,84.53637276644491,116.15674003949378
2310,84.51432540761398,116.57527953074735
2315,84.31499401989043,116.74746178092705
2320,83.87647123502555,116.58442342816971
2325,84.32831769294246,117.65838563125403
2330,84.13709560020342,117.83585014833558
2335,84.04068193936322,118.14393904600989
2340,84.69478950314334,119.5094050197287
2345,83.87101508168,118.78796295856273
2350,84.44063286141834,120.03803164101397
2355,84.01525554979197,119.87377095595231
2360,84.43929862946037,120.92082787314177
2365,84.64421332223287,121.65673853412235
2370,84.53209924336949,121.93684237269369
2375,84.29757219082076,122.03792437849715
2380,84.4621638667809,122.71581453334294
2385,84.16007702434649,122.7143178652511
2390,84.06460434258496,123.01139202981483
2395,84.65804676195013,124.31850543745816
2400,84.1647333295889,124.02963313930118
2405,84.43372382305421,124.86234332618699
2410,83.89615530809606,124.50028601360081
2415,84.5922405555199,125.96913750276413
2420,84.67531653115132,126.5285237077927
2425,84.14813705191476,126.17311055428803
2430,84.7071669724399,127.44591557694243
2435,84.56730433752897,127.66873050642963
2440,84.66788967624575,128.25371758604865
2445,84.62229419092579,128.61693082788028
2450,84.62447388910117,129.05191387564128
2455,84.56904188063713,129.3981473758339
2460,84.33745268409966,129.47276499149086
2465,84.26770234346279,129.79368453978267
2470,84.21144440771768,130.13413077260216
2475,84.27021196712931,130.65172702381113
2480,84.40247067746634,131.28361601761708
2485,84.67336968849264,132.1325757996573
2490,84.436108721765,132.18810996040472
2495,84.37416556926168,132.51599058881627
2500,83.99434911355809,132.34179460814366
2505,84.5527071051556,133.64607599478663
2510,84.47064441536277,133.93987434553782
2515,83.89123708126573,133.44114284247658
2520,84.18502384085042,134.32931678335393
2525,84.59780681175543,135.41029046408107
2530,83.92533360319875,134.75226523448737
2535,84.18712021546436,135.59165634200556
2540,84.41423224443449,136.37702998885305
2545,84.4715545582525,136.8889066371417
2550,83.98902504456673,136.52322586084327
2555,84.47738929912927,137.73514894215572
2560,84.31463382571286,137.886473085809
2565,84.27313322233134,138.23448668754858
2570,84.23961633667436,138.59462809510032
2575,84.3340356904094,139.16495819712182
2580,84.65862299784422,140.11656586814615
2585,83.9670345980246,139.3839275601831
2590,84.64519397138518,140.92438541423385
2595,83.90610487744027,140.1044000100776
2600,84.28395375428434,141.14709047569522
2605,84.57335038606843,142.04431903526813
2610,84.26952670606845,141.94454884509133
2615,84.62191336123624,142.94975059027075
2620,84.10726670359061,142.4889163044926
2625,84.5200806110855,143.598238774936
2630,84.14893394406025,143.3752401849043
2635,84.21720299789216,143.89887649477697
2640,84.03790936618371,143.9983899883379
2645,84.47244539785304,145.15034252057154
2650,84.44270140816342,145.5058818839424
2655,84.14838204367001,145.40337976908367
2660,84.40491365283575,146.25194987717094
2665,84.27260108350994,146.42676787102397
2670,84.59225323596921,147.38720633039037
2675,84.26419974223779,147.2185105833716
2680,84.47686354561792,147.99337291181007
2685,84.55446086512907,148.53242018451076
2690,84.5591734642264,148.94324737135253
2695,84.70166326351436,149.59687741747277
2700,84.13054744208058,148.98755151279153
2705,84.25796639267344,149.61258587059078
2710,84.26825137881383,150.0297097417916
2715,84.17014169367658,150.25286106284045
2720,84.36441686217492,150.99783229044127
2725,84.53013819944468,151.69282242008182
2730,83.89934201980016,150.9556685703367
2735,83.97010463134873,151.4775887082043
2740,84.21840347814215,152.32070499621102
2745,84.6854991124853,153.56233130237285
2750,84.24393576609725,153.15581556803147
2755,84.45588127712318,153.9357389240029
2760,84.03177202089527,153.5547843973001
2765,84.02794218771025,153.93926375218427
2770,83.90741050351583,154.108803690376
2775,84.47520844080644,155.54408199254664
2780,83.92211491168719,154.91497211203227
2785,83.9732222715993,155.3982904789625
2790,84.60971821325762,156.96753264760432
2795,84.56125871106457,157.2682063566525
2800,83.87128571105906,156.37181656042395
2805,84.4092649746035,157.7635921934512
2810,84.06290110388356,157.50282824071496
2815,84.70259121347647,159.09035408243994
2820,84.47476912687812,159.04983215961818
2825,83.91883732222017,158.38739492869445
2830,83.94307194102421,158.81696930137818
2835,84.0086918257688,159.32470144051072
2840,84.6245627026419,160.87855514992827
2845,84.04095870372066,160.15170030696885
2850,84.41520056182473,161.2486477030093
2855,84.53702828244002,161.86514002558312
2860,84.34390099701861,161.87770590918487
2865,84.03970173880634,161.6742936825922
2870,84.34031747889152,162.63385007825147
2875,84.15509738522137,162.65654144118795
2880,83.87182243285774,162.48705150461547
2885,84.59595549646195,164.2706779300788
2890,83.99852408600981,163.48808189535276
2895,84.07557702807021,164.01536676313373
2900,84.31541427210459,164.861090680375
2905,84.16168340929936,164.93711831536322
2910,84.32080059053628,165.6257360930724
2915,84.31860704865822,165.99766136251955
2920,83.92979836015785,165.60617593732792
2925,84.22401572509439,166.56144303425947
2930,84.06842556292119,166.6272495248844
2935,84.57945832861995,168.01537025568223
2940,84.39597511547491,168.0247638919739
2945,83.90808697499646,167.42460606717393
2950,84.70338495731505,169.38565340194373
2955,84.57055313417348,169.4930616388914
2960,84.07290116607038,168.8659970013876
2965,84.20363900231037,169.49894550052403
2970,84.51185512434239,170.49054764474394
2975,84.35508681554168,170.54424278332613
2980,84.59094746474825,171.39154586836523
2985,84.7030287149775,171.98904718371892
2990,84.65505724213173,172.26131030825667
2995,84.25079102162076,171.8060591350144
3000,83.98735065285518,171.63454496699413
3005,84.13001200093008,172.291877908695
3010,84.6755672921074,173.77676997604928
3015,84.68830116067113,174.17006605352853
3020,84.39156311938086,173.92514439716587
3025,84.52938685638269,174.57461014802226
3030,84.37707434702902,174.6242838461226
3035,84.65055519033905,175.5551643926956
3040,84.36700846185559,175.3302697855059
3045,84.11946798268296,175.17739616107409
3050,84.00994052339085,175.30987836860737
3055,84.14119744729757,175.9443974602013
3060,84.51427689419062,177.0862228995008
3065,84.48708158074828,177.3902965783177
3070,84.49332593978774,177.7639719054561
3075,84.14862151511342,177.3973317584353
3080,84.21659831578272,177.8989874184926
3085,84.40791168854518,178.6617658574588
3090,84.3693573191863,178.9381289673833
3095,84.56683698953314,179.7152526579028
3100,84.02809921005975,178.9258631329783
3105,84.134653000156,179.50818976483023
3110,84.37359107496651,180.37391613715292
3115,83.90835076600517,179.7327858481838
3120,84.3797398509772,181.09744275450606
3125,84.07683668934632,180.80049870241473
3130,84.1330633531405,181.2742902560764
3135,84.59484691712407,182.62356292531183
3140,84.22038722831539,182.16741011070556
3145,84.40929638193857,182.92853182587749
3150,84.21726859973981,182.86358310092234
3155,83.93201771055446,182.5937224450749
3160,84.22547408760754,183.58236662629903
3165,84.33242316885733,184.16565020798976
3170,84.58211133522911,185.06162407864244
3175,84.473555634103,185.17385897561368
3180,83.88505790659698,184.23063101700114
3185,84.5492073340774,186.0383106997416
3190,84.4864048116469,186.2484187430351
3195,83.94222035809096,185.39433099012666
3200,84.01098399478165,185.8915426319582
3205,84.27296907129173,186.81715781092504
3210,84.46416418117516,187.58720671858626
3215,84.30320433997802,187.5747786279137
3220,84.39771817973387,188.130011233477
3225,84.49562993438296,188.69310795340002
3230,83.90466687872215,187.7153254465847
3235,84.11998121911216,188.53935943459047
3240,84.56687028757696,189.88462522661482
3245,84.5610917549634,190.21477933010277
3250,84.69997094242447,190.87037760610818
3255,84.51803422498685,190.80235413073422
3260,84.50430933899256,191.1127912837689
3265,84.66702285514374,191.82236707709737
3270,83.9482310826193,190.53206606016425
3275,84.49719078608821,192.11792781791286
3280,83.93323236125218,191.1728456692641
3285,84.63820535148787,193.1180577684438
3290,84.22958128341128,192.5230906590354
3295,84.58281729949191,193.66879390011692
3300,84.34604614376288,193.46354179193168
3305,84.54344067902268,194.25348762355185
3310,83.91373017047361,193.14080806591048
3315,84.32491305610095,194.42255713282174
3320,83.89009788840916,193.7531688918925
3325,83.87729200750543,194.05619978060824
3330,84.26731942283546,195.29223004736943
3335,84.62391705687703,196.4532602800916
3340,84.66891702419568,196.89202731869057
3345,84.07279468855508,195.8372530388265
3350,84.10180835230841,196.23594359351767
3355,84.70427865983686,197.97469527418428
3360,84.40178649713633,197.59902964883776
3365,84.34471018537104,197.79603686284415
3370,84.09962345391398,197.55048394735397
3375,84.59940168270224,199.0551437337417
3380,84.28866013525449,198.6529850621508
3385,84.46764529584541,199.4040344897953
3390,84.48684314291431,199.77817052076605
3395,83.99966032774732,198.95262388946244
3400,84.55349175572648,200.59249889943405
3405,84.13930478665057,199.93594469329034
3410,84.06419870407997,200.0827666029596
3415,84.32951384271003,201.04009819053184
3420,84.22920494795167,201.1259579971774
3425,84.49245754528705,202.08010478934025
3430,84.51077342587,202.449054530963
3435,84.66542659442077,203.14480295148522
3440,84.65413324151895,203.44246516452006
3445,84.51178750996482,203.4241241198027
3450,84.55478703633915,203.85107207729348
3455,83.93755920129495,202.6836357015802
3460,84.30648089576076,203.8960384743692
3465,84.58130913631614,204.88286684573575
3470,84.53182937652292,205.08451328373377
3475,84.37735902487665,205.03020259644606
3480,84.02760529580472,204.49899512210465
3485,84.40839855978732,205.7453860617825
3490,84.4637377547743,206.199674690323
3495,84.36919058915066,206.2874416263397
3500,84.22054557340729,206.24156063804082
3505,84.63059248240505,207.56434638745657
3510,84.47353713959261,207.4967566709519
3515,84.15645313293454,207.03384253498277
3520,84.52861507363141,208.26629730828105
3525,84.35945240951634,208.16531270805035
3530,84.06328441374725,207.74873531402977
3535,84.70404146964579,209.64844862125562
3540,83.9849419046322,208.1816780792726
3545,84.48976480512275,209.74751210774056
3550,84.41087337236789,209.8653973248024
3555,84.08222079213968,209.36035311728753
3560,84.56595335706128,210.8782298728739
3565,84.60916993039388,211.29911415783613
3570,84.57746072874264,211.5324746950699
3575,84.37704900331198,211.34259558695206
3580,84.27685776097587,211.40218630069882
3585,84.41979823303691,212.07136491703594
3590,84.56924160244557,212.75750785472465
3595,84.52427147120076,212.95448669582737
3600,84.3690155171091,212.87242642867167
3605,84.32062687273826,213.05881397950787
3610,84.30270160483558,213.32148937351172
3615,84.68907622973322,214.6081155930654
3620,84.12673309158474,213.48954061901458
3625,84.26347507562573,214.14305166492653
3630,83.98425902951386,213.7385099116489
3635,84.63771861100567,215.7085290045599
3640,84.10140512066401,214.64626689685636
3645,84.12684744765716,215.01544739226313
3650,84.22471885201753,215.56975356385936
3655,84.3936464273965,216.30645035877572
3660,83.99925358236236,215.5980713340377
3665,84.07593705115758,216.09720870354974
3670,84.07822318897922,216.4049746344097
3675,84.54288418466341,217.90406551012595
3680,84.61164995093604,218.38423718641437
3685,84.5472461253481,218.5202760108351
3690,83.96060416014474,217.3037822461669
3695,84.18967272402332,218.19677208237374
3700,84.52884163267993,219.37670448040438
3705,84.43443089727032,219.43181181054038
3710,83.93647010851767,218.4356213120726
3715,84.70220713827936,220.72858638897367
3720,84.63555935134765,220.85445582888434
3725,84.51290735942924,220.83308353132878
3730,84.32384486971576,220.63664972324864
